"Vi sinh vật học","SC","Tái bản lần thứ 1","","Giáo dục","1998","539tr; 27cm","","V300S","Tiếng Việt","H","ffb579","","","","<Nguyễn Lân Dũng><Nguyễn Đình Quyến><Phạm Văn Ty>","<Sinh học><Vi sinh vật>","<M.11033.TK><M.11034.TK>"
"Bí quyết vẽ ký họa","SC","","","Mỹ thuật","1996","147tr; 27cm","","B300Q","Tiếng Việt","H","hh741","Trình bày các bí quyết để vẽ thành công bức ký họa","","","<Huỳnh Phạm Hương Trang>","<Hội họa><Vẽ ký họa>","<M.11035.TK>"
"Bí quyết vẽ tranh màu nước","SC","","","Mỹ thuật","1996","143tr; 27cm","","B300Q","Tiếng Việt","H","hh741","Trình bày các bí quyết để vẽ thành công bức tranh màu nước","","","<Huỳnh Phạm Hương Trang>","<Hội họa><Vẽ tranh><Màu nước>","<M.11036.TK>"
"Bí quyết vẽ phong cảnh","SC","","","Mỹ thuật","1996","141tr; 27cm","","B300Q","Tiếng Việt","H","hh741","Trình bày các bí quyết để vẽ thành công bức tranh phong cảnh","","","<Huỳnh Phạm Hương Trang>","<Hội họa><Vẽ phong cảnh>","<M.11037.TK>"
"Bí quyết vẽ sơn dầu","SC","","","Mỹ thuật","1996","138tr; 27cm","","B300Q","Tiếng Việt","H","hh741","Trình bày các bí quyết để vẽ thành công bức tranh sơn dầu","","","<Huỳnh Phạm Hương Trang>","<Hội họa><Vẽ vẽ sơn dầu>","<M.11038.TK>"
"Vẽ màu nước xưa và nay","SC","","","Mỹ thuật","1998","61tr; 27cm","","V200M","Tiếng Việt","H","hh741","Tìm hiểu về các kỹ thuật vẽ tranh màu nước xưa và nay","","","<Phạm Cao Hoàn>","<Hội họa><Vẽ màu nước>","<M.11039.TK>"
"Căn bản hình họa chân dung","SC","","","NXB Thành Phố HCM","2000","120tr; 28cm","","C115B","Tiếng Việt","Tp.HCM","hh741","Cung cấp các kĩ thuật vẽ chân dung căn bản","","","<Hoài An><Quang Minh>","<Hội họa><Vẽ chân dung>","<M.11041.TK>"
"Từ điển tranh cho trẻ em","SC","","","Giáo dục","2000","283tr:Hình minh họa; 26cm","","T550Đ","Tiếng Việt","H","ee413","Từ điển giải thích các từ bằng hình ảnh bao ghồm cả ba ngôn ngữ Việt - Anh - Pháp","","","<Lê Quang Long>","<Ngôn ngữ><Từ điển><Tranh ảnh>","<D.11040.TK>"
"Hội họa căn bản : Vẽ người","SC","","","Văn Hóa Thông Tin","1998","63tr; 26cm","","V200NG","Tiếng Việt","H","hh757","Cung cấp các kĩ thuật vẽ hình người","","","<Trương Đăng Bách><Lê Thanh Lộc><José M Parraamón>","<Hội họa><Vẽ người>","<M.11042.TK><M.11043.TK>"
"Hội họa căn bản : Kỹ thuật hình họa","SC","","","Văn Hóa Thông Tin","1998","59tr; 26cm","","K600TH","Tiếng Việt","H","hh741","","","","<Lê Thanh Lộc><José M Parraamón>","<Hội họa><Vẽ người>","<M.11044.TK>"
"Hình họa căn bản - T.1 : Tổng quát","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh751","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa>","<M.11045.TK><M.11046.TK>"
"Hình họa căn bản - T.2 : Vẽ người","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh757","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa>","<M.11047.TK><M.11048.TK>"
"Hình họa căn bản - T.3 : Vẽ người khỏa thân","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh757","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><Vẽ người>","<M.11049.TK>"
"Hình họa căn bản - T.4 : Phong cảnh 1","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh742","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><phong cảnh>","<M.11050.TK><M.11051.TK>"
"Hình họa căn bản - T.5 : Phong cảnh 2","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh742","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><phong cảnh>","<M.11052.TK><M.11053.TK>"
"Hình họa căn bản - T.6 : vẽ hoa","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh741","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><vẽ hoa>","<M.11054.TK><M.11055.TK>"
"Hình họa căn bản - T.9 : Động vật","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh751","","","","<Lê Thanh Lộc>","<Động vật><Hội họa><Hình họa>","<M.11056.TK><M.11058.TK>"
"Hình họa căn bản - T.7 : Tĩnh vật","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh751","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><Tĩnh vật>","<M.11057.TK>"
"Hình họa căn bản - T.10 : Hoạt họa, hí họa, biếm họa","SC","","","Văn Hóa Thông Tin","2003","71tr; 27cm","","H312H","Tiếng Việt","H","hh751","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><Hí họa><Biếm họa><Hoạt họa>","<M.11059.TK><M.11060.TK>"
"Hình họa căn bản - T.11 : Phối cảnh","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh751","","","","<Lê Thanh Lộc>","<Hội họa><Hình họa><Phối cảnh>","<M.11061.TK>"
"Hình họa căn bản - T.12 : Giải phẫu học","SC","","","Văn Hóa Thông Tin","2003","63tr; 27cm","","H312H","Tiếng Việt","H","hh751","","","","<Lê Thanh Lộc>","<Hội họa><Giải phẫu><Hình họa>","<M.11062.TK><M.11063.TK>"
"Phương Pháp học đàn Organ Keyboard - T.1","SC","","","NXB Trẻ","1996","80tr; 27cm","","PH561PH","Tiếng Việt","Tp.HCM","hh786","","","","<Lê Vũ>","<Âm nhạc><Đàn Organ>","<M.11064.TK>"
"Phương Pháp học đàn Organ Keyboard - T.2 : Kỹ thuật luyện ngón","SC","","","NXB Trẻ","1996","96tr; 27cm","","PH561PH","Tiếng Việt","Tp.HCM","hh786","","","","<Lê Vũ>","<Âm nhạc><Đàn Organ>","<M.11065.TK>"
"Guitar thực hành","SC","","","Thanh Niên","1998","156tr; 28cm","Tủ sách âm nhạc dành cho tuổi trẻ","G510T","Tiếng Việt","H","hh787.87","Cung cấp các bài tập thực hành đàn guitar","","","<Nguyễn Hạnh>","<Âm nhạc><Đàn Guita>","<M.11066.TK>"
"Organ thực hành - T.1","SC","In lần thứ 5","","Âm nhạc","1997","95tr; 30cm","","O400R","Tiếng Việt","H","hh786","Cung cấp các bài tập thực hành Organ","","","<Ngô Ngọc Thắng>","<Âm nhạc><Đàn Organ>","<M.11067.TK>"
"Organ thực hành - T.2","SC","In lần thứ 4","","Âm nhạc","1998","91tr; 30cm","","O400R","Tiếng Việt","H","hh786","Cung cấp các bài tập thực hành Organ","","","<Ngô Ngọc Thắng>","<Âm nhạc><Đàn Organ>","<M.11068.TK>"
"Organ thực hành - T.3","SC","In lần thứ 2","","Âm nhạc","1996","95tr; 30cm","","O400R","Tiếng Việt","H","hh786","Cung cấp các bài tập thực hành Organ","","","<Ngô Ngọc Thắng>","<Âm nhạc><Đàn Organ>","<M.11069.TK>"
"Thực hành Organ","SC","","","Thanh Niên","1998","102tr; 28cm","Tủ sách âm nhạc dành cho tuổi trẻ","O400R","Tiếng Việt","H","hh786","Cung cấp các bài tập thực hành đàn Organ","","","<Nguyễn Hạnh>","<Âm nhạc><Đàn Organ>","<M.11070.TK><M.11071.TK><M.11072.TK>"
"Thực hành Organ - T.2","SC","","","Thanh Niên","1998","100tr; 28cm","Tủ sách âm nhạc dành cho tuổi trẻ","O400R","Tiếng Việt","H","hh786","Cung cấp các bài tập thực hành đàn Organ","","","<Nguyễn Hạnh>","<Âm nhạc><Đàn Organ>","<M.11073.TK>"
"Thực hành Organ - T.3","SC","","","Thanh Niên","1998","103tr; 28cm","Tủ sách âm nhạc dành cho tuổi trẻ","O400R","Tiếng Việt","H","hh786","Cung cấp các bài tập thực hành đàn Organ","","","<Nguyễn Hạnh>","<Âm nhạc><Đàn Organ>","<M.11074.TK>"
"Tự học đàn Guitar - T.2 : Bài tập ứng dụng với 70 bản nhạc hay trong và ngoài nước","SC","","","NXB Trẻ","1996","165tr; 27cm","","T552H","Tiếng Việt","Tp.HCM","hh787.87","Cung cấp các bài tập thực hành Guitar","","","<Nguyễn Hạnh>","<Âm nhạc><Đàn Guitar>","<M.11075.TK>"
"Organ măng non","SC","In lần thứ năm","","Âm nhạc","1998","143tr; 30cm","","O400R","Tiếng Việt","H","hh786","Cung cấp các kiến thức cơ bản, vỡ lòng đề học đàn Organ","","","<Ngô Ngọc Thắng>","<Âm nhạc><Organ>","<M.11076.TK>"
"Kế toán trưởng đơn vị hành chính sự nghiệp và những quy định cần biết","SC","","","Thống Kê","1997","477tr; 28cm","","K250T","Tiếng Việt","H","ddb343","Cung cấp các văn vản pháp luật trong lĩnh vực kế toán các các lĩnh vực liên quan","","","<Nguyễn Thu Minh Hương>","<Pháp luật><Kế toán><Quy định><Hành chính sự nghiệp>","<D.11077.TK>"
"Sơ đồ hạch toán bài tập và lập báo cáo tài chính hành chính sự nghiệp : Bài tập hạch toán kế toán","SC","","","Thống Kê","1997","176tr; 28cm","","S460Đ","Tiếng Việt","H","ggb657","Cung cấp sơ đồ hạch toán kế toán, các bài tập thực hành kế toán, nội dung và phương pháp lập báo cáo tài chính đơn vị hành chính sự nghiệp và hệ thống mục lục ngân sách nhà nước","","","<Phạm Xuân Lực><Nguyễn Văn Nhiệm>","<Kế toán><Tài chính><Hạch toán>","<D.11087.TK>"
"Dạy học và phát huy tính tích cực của học sinh trong môn Toán và Tiếng việt ở tiểu học","SC","","","Bộ Giáo dục và Đào tạo","2002","148tr; 27cm","","D112H","Tiếng Việt","H","ddc372","Bao gồm các bài đọc chuyên môn, các hoạt động và trò chơi,...tập trung vào môn toán và tiếng Việt dành cho học sinh Tiểu học","","","<Cứu trợ nhi đồng úc><Tổ chức cứu trợ trẻ em Thủy Điển>","<Giáo dục><Tiểu học>","<M.11079.TK><M.11080.TK>"
"Hướng dẫn xanh hóa nhà trường phổ thông","SC","","","Dự án quốc gia VIE/95/041","1998","56tr; 28cm","","H561D","Tiếng Việt","H","ddc370.11","Hướng dẫn giáo dục môi trường trong nhà trường phổ thông","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển cảu Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11081.TK><M.11082.TK>"
"Các mẫu hoạt động giáo dục môi trường dùng cho trường tiểu học","SC","","","Dự án quốc gia VIE/95/041","1998","56tr; 28cm","","C101M","Tiếng Việt","H","ddc372.35","Cung cấp các mẫu hoạt động giáo dục môi trường trong trường tiểu học","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển cảu Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11083.TK><M.11084.TK>"
"Các mẫu hoạt động giáo dục môi trường dùng cho trường Phổ thông trung học","SC","","","Dự án quốc gia VIE/95/041","1998","63tr; 28cm","","C101M","Tiếng Việt","H","ddc373","Cung cấp các mẫu hoạt động giáo dục môi trường dùng trong trường THPT","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển cảu Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11085.TK><M.11086.TK>"
"Các mẫu hoạt động giáo dục môi trường dùng cho trường trung học cơ sở","SC","","","Dự án quốc gia VIE/95/041","1998","100tr; 28cm","","C101M","Tiếng Việt","H","ddc373","Cung cấp các mẫu hoạt động giáo dục môi trường dùng trong trường THCS","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển của Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11087.TK><M.11088.TK>"
"Các hướng dẫn chung về giáo dục môi trường dành cho người đào tạo giáo viên Phổ thông THCS","SC","","","Dự án quốc gia VIE/95/041","1998","67tr; 28cm","","C101H","Tiếng Việt","H","ddc378","Cung cấp các hướng dẫn chung về giáo dục môi trường dành cho người đào tạo giáo viên THCS","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển của Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11089.TK><M.11090.TK>"
"Các hướng dẫn chung về giáo dục môi trường dành cho người đào tạo giáo viên Phổ thông trung học","SC","","","Dự án quốc gia VIE/95/041","1998","68tr; 28cm","","C101H","Tiếng Việt","H","ddc378","Cung cấp các hướng dẫn chung về giáo dục môi trường dành cho người đào tạo giáo viên THPT","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển của Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11091.TK><M.11092.TK><M.11093.TK>"
"Các hướng dẫn chung về giáo dục môi trường dành cho người đào tạo giáo viên trường tiểu học","SC","","","Dự án quốc gia VIE/95/041","1998","65tr; 28cm","","C101H","Tiếng Việt","H","ddc378","Cung cấp các hướng dẫn chung về giáo dục môi trường dành cho người đào tạo giáo viên tiểu học","","","<Bộ Giáo dục và Đào tạo - Chương trình phát triển của Liên Hợp Quốc>","<Giáo dục><Môi trường>","<M.11094.TK><M.11095.TK>"
"Lòng mẹ : Ca khúc tuyển chọn","SC","","","Văn Nghệ TP.HCM","1998","39tr; 26cm","","L431M","Tiếng Việt","Tp.HCM","hh780","Tuyển chọn các ca khúc viết về mẹ","","","<Ban biên soạn NXB Văn nghệ>","<Âm nhạc><Ca khúc>","<M.11096.TK>"
"Nagỳ xưa...bây giờ : 50 ca khúc Nguyễn Ngọc Thiện","SC","Tái bản lần thứ nhất","","Âm nhạc","1997","54tr; 27cm","","NG112X","Tiếng Việt","Tp.HCM","hh780","Tuyển chọn 50 ca khúc của nhạc sĩ Nguyễn Ngọc Thiện","","","<Nguyễn Ngọc Thiện>","<Âm nhạc><Ca khúc>","<M.11097.TK>"
"Cơ sở ngữ văn Hán - Nôm - T.2:( Văn bản và minh giải văn bản: Lịch sử, Địa lí - kí, truyển kỳ, tiểu thuyết - thư)","SC","","","Giáo dục","1985","270tr; 27cm","","C460S","Tiếng Việt","H","ee495.17","","","","<Đặng Đức Siêu><Nguyễn Ngọc San><Lê Trí Viễn><Đặng Chí Huyển>","<Văn học><Ngôn ngữ><Hán Nôm>","<M.11098.TK><M.11099.TK><M.11100.TK>"
"Cơ sở ngữ văn Hán - Nôm - T.3:( Văn bản và minh giải văn bản: Luận-Tự, Bạt- Bi- Minh- Hịch- Cáo, Chiêu, Biếu- Phú, Văn tế, thi ca)","SC","","","Giáo dục","1986","250tr; 27cm","","C460S","Tiếng Việt","H","ee495.17","","","","<Đặng Đức Siêu><Nguyễn Ngọc San><Lê Trí Viễn><Đặng Chí Huyển>","<Văn học><Ngôn ngữ><Hán Nôm>","<M.11101.TK><M.11102.TK>"
"Cơ sở ngữ văn Hán - Nôm - T.4","SC","","","Giáo dục","1987","340tr; 27cm","","C460S","Tiếng Việt","H","ee495.17","","","","<Đặng Đức Siêu><Nguyễn Ngọc San><Lê Trí Viễn><Đặng Chí Huyển>","<Văn học><Ngôn ngữ><Hán Nôm>","<M.11103.TK><M.11104.TK>"
"CamPuChia đất nước và con người","SC","","","Giáo dục","1985","71tr; 26cm","","C100M","Tiếng Việt","H","kk915.96","Giới thiệu về đất nước và con người Campuchia","","","<Đào Trọng Năng><Trần Thục ý>","<Đia lý><Du lịch><Campuchia>","<M.11105.TK><M.11106.TK><M.11107.TK>"
"Tư liệu truyện kí Việt Nam 1955 - 1975 - T.1","SC","","","Giáo dục","1985","216tr; 26cm","","T550L","Tiếng Việt","H","ii895.922","","","","<Trần Hữu Tá><Nguyễn Trí>","<Văn học><Truyện kí>","<M.11108.TK><M.11109.TK><M.11110.TK>"
"Thơ","SC","","","Giáo dục","1995","691tr; 20,5cm","","TH460","Tiếng Việt","H","ii895.922 1","Tuyển tập các bài thơ của nhà thơ Tố Hữu","","","<Hà Minh Đức><Tố Hữu>","<Văn học><Thơ>","<D.11115.TK><D.11116.TK><M.11111.TK><M.11112.TK><M.11113.TK>"
"Tuyển tập một ngàn năm thơ tứ tuyệt Việt Nam","SC","","","Văn Hóa Dân Tộc","1997","911tr; 20,5cm","","T527T","Tiếng Việt","H","ii895.922 1","Tuyển chọn các bài thơ tứ tuyệt Việt Nam","","","<Thái Doãn Hiểu><Hoàng Liên>","<Văn học><Thơ tứ tuyệt>","<D.11117.TK>"
"Thơ văn cổ Trung Hoa : Mảnh đết quen mà lạ","SC","Tái bản lấn thứ 1","","Giáo dục","1999","499tr; 20cm","","TH460V","Tiếng Việt","H","ii895.1","Tuyển chọn các bài viết tìm hiểu về nến văn học cổ Trung Quốc","","","<Nguyễn Khắc Phi>","<Văn học><Trung Quốc>","<D.11121.TK><M.11118.TK><M.11119.TK><M.11120.TK>"
"Những vấn đề về văn hóa Việt Nam hiện đại","SC","Tái bản lần thứ nhất, có bổ sung","","Giáo dục","1999","559tr; 20cm","","NH556V","Tiếng Việt","H","dda306.597","Tập hợp hơn 40 bài viết của các đồng chí lãnh đạo Đảng và nhà nước, các nhà khoa học, văn hóa,... viết về các vấn đề văn hóa Việt Nam","","","<Nguyễn Trọng Hoàn><Lê Quang Trang>","<Văn hóa>","<D.11128.TK><D.11129.TK><M.11122.TK><M.11123.TK><M.11124.TK><M.11125.TK><M.11126.TK><M.11127.TK>"
"Đại cương lịch sử văn hóa Việt Nam - T.3: Nho giáo với quá trình tham gia vào đời sống văn hóa và tư tưởng ở Việt Nam","SC","Tái bản lần thứ 2","","Giáo dục","2000","283tr; 20cm","","Đ103C","Tiếng Việt","H","dda306.597","Tìm hiểu về những ảnh hưởng của nho giáo trong đời sống văn hóa và tư tưởng ở Việt Nam","","","<Nguyễn Khắc Thuần>","<Lịch sử><Văn hóa>","<M.11130.TK><M.11131.TK><M.11132.TK><M.11133.TK>"
"Đại cương văn hóa Phương Đông","SC","Tái bản lần thứ 3","","Giáo dục","2000","316tr; 20,5cm","","Đ103C","Tiếng Việt","H","dda306.5","Đề cập về cơ sở văn hóa của một số nước được xem là cội nguồn của văn hóa Phương Đông : Trung Quốc, ấn Độ, Nhật Bản,..","","","<Phan Thu Hiền><Lương Duy Thứ><Phan Nhật Chiêu>","<Văn hóa><Phương Đông>","<M.11134.TK><M.11135.TK><M.11136.TK><M.11137.TK><M.11138.TK>"
"Tìm hiểu bản sắc dân tộc trong thơ Chủ tịch Hồ Chí Minh","SC","","","Giáo dục","1998","606tr; 19cm","","T113H","Tiếng Việt","H","ii895.922 1","Tìm hiểu về các bản sắc dân tộc Việt Nam qua thơ Hồ Chí Minh","","","<HOàng Như Mai><Nguyễn Văn Hấn>","<Văn hóa><Hồ Chí Minh><Thơ><Dân tộc>","<D.11143.TK><M.11139.TK><M.11140.TK><M.11141.TK><M.11142.TK>"
"Sự nghiệp báo chí và văn học của Hồ Chí Minh","SC","","","Giáo dục","2000","640tr; 20cm","","S550NGH","Tiếng Việt","H","dda335.434 6","Tìm hiểu về sự nghiệp văn chương và báo chí của Chủ tịch Hồ Chí Minh","","","<Hà Minh Đức>","<Văn học><Hồ Chí Minh><Báo chí>","<D.11146.TK><D.11147.TK><D.11148.TK><M.11144.TK><M.11145.TK>"
"Suy nghĩ mới về Nhật Ký Trong Tù : Nhật Ký trong tù (bản dịch trọn vẹn)","SC","Tái bản có bổ sung,chỉnh lý","","Giáo dục","1993","659tr; 19cm","","S523NGH","Tiếng Việt","H","ii895.922 1","Tập hợp các bài nghiên cứu về tập thơ Nhật Kí trong tù và bản dịch trọn vẹn của tập thơ","","","<Viện Văn Học>","<Văn học><Hồ Chí Minh><Thơ>","<D.11168.TK><D.11169.TK><D.11170.TK><M.11149.TK><M.11150.TK><M.11151.TK><M.11152.TK><M.11153.TK><M.11154.TK><M.11155.TK><M.11156.TK><M.11157.TK><M.11158.TK><M.11159.TK><M.11160.TK><M.11161.TK><M.11162.TK><M.11163.TK><M.11164.TK><M.11165.TK><M.11166.TK><M.11167.TK>"
"Tác phẩm Aragông : Tiểu thuyết và truyện ngắn","SC","","","Giáo dục","1997","307tr; 20,5cm","","T101PH","Tiếng Việt","H","ii843","Tuyển chọn các tiểu thuyết và truyện ngắn cảu nhà văn Aragông","","","<Phùng Văn Tửu>","<Văn học><Tiểu thuyết><Truyện ngắn>","<M.11171.TK><M.11172.TK><M.11173.TK><M.11174.TK><M.11175.TK><M.11176.TK>"
"Tác phẩm Aragông : Tiểu thuyết và truyện ngắn","SC","","","Giáo dục","1998","307tr; 20,5cm","","T101PH","Tiếng Việt","H","ii843","Tuyển chọn các tiểu thuyết và truyện ngắn cảu nhà văn Aragông","","","<Phùng Văn Tửu>","<Văn học><Tiểu thuyết><Truyện ngắn>","<M.11177.TK><M.11178.TK><M.11179.TK><M.11180.TK><M.11181.TK>"
"Vấn đề chủ nghĩa lãng mạn trong văn học Việt Nam - Tìm hiểu các vấn đề về văn học lãng mạn Việt Nam","SC","","","Giáo dục","1998","167tr; 20,5cm","","V121Đ","Tiếng Việt","H","ii895.922 1","","","","<Lê Đình Kỵ>","<Văn học>","<M.11182.TK><M.11183.TK><M.11184.TK><M.11185.TK><M.11186.TK>"
"Phương Pháp lượng giác hóa các bài toán","SC","","","Giáo dục","1998","162tr; 20cm","","PH561PH","Tiếng Việt","H","ffa516.24","","","","<Vũ Thế Hựu>","<Toán học><Lượng giác>","<M.11187.TK><M.11188.TK><M.11189.TK><M.11190.TK><M.11191.TK>"
"Phương pháp học tập, nghiên cứu của sinh viên CĐ, ĐH","SC","Tái bản lần 1","","Giáo dục","1999","80tr; 20cm","","PH561PH","Tiếng Việt","H","ddc378","Tìm hiểu vầ quan niệm và nội dung cơ bản về phong cách và phương pháp học tập, nghiên cứu của sinh viên CĐ, ĐH","","","<Phạm Trung Thanh>","<Giáo dục>","<M.11192.TK><M.11193.TK><M.11194.TK><M.11195.TK><M.11196.TK>"
"Thế thứ các triều vua Việt Nam","SC","Tái bản lần thứ 4","","Giáo dục","1998","151tr; 20cm","","TH250TH","Tiếng Việt","H","kk959.7","Sơ lược về các triều đại vua Việt Nam","","","<Nguyễn Khắc Thuần>","<Lịch sử><Triều đại>","<D.11202.TK><D.11203.TK><M.11197.TK><M.11198.TK><M.11199.TK><M.11200.TK><M.11201.TK>"
"Địa lý Đông Nam á : (Những vấn đề kinh tế - xã hội)","SC","Tái bản lần thứ ba","","Giáo dục","2000","240tr; 20,5cm","","Đ311L","Tiếng Việt","H","kk915.9","Đề cập các vấn đề kinh tế xã hội tại khu vực Đông Nam á","","","<Phan Huy Xu><Mai Phú Thanh>","<Đia lý>","<D.11207.TK><D.11208.TK><M.11204.TK><M.11205.TK><M.11206.TK>"
"Cơ thể người : Thế giới kỳ diệu và bí ẩn","SC","","","Giáo dục","2000","320tr; 20cm","","C450TH","Tiếng Việt","H","gga611","Tìm hiểu về sự hình thành và phát triển của các bộ phận cơ thể người","","","<Trần Phương Hạnh>","<Sinh học><Giải phẫu học><Cơ thể>","<M.11209.TK><M.11210.TK><M.11211.TK><M.11212.TK><M.11213.TK>"
"Thơ Chế Lan Viên với phong cách suy tưởng","SC","","","Giáo dục","1999","368tr; 20,5cm","","TH450CH","Tiếng Việt","H","ii895.922 1","Tập hợp các bài nghiên cứu về phong cách thơ Chế Lan Viên và tuyển chọn giới thiệu một số bài thơ của ông","","","<Nguyễn Bá Thành>","<Văn học><Thơ><Chế Lan Viên>","<M.11214.TK><M.11215.TK><M.11216.TK><M.11217.TK><M.11218.TK>"
"Nguồn gốc loài người","SC","Tái bản lần thứ 2","","Giáo dục","2000","75tr; 20cm","","NG517G","Tiếng Việt","H","kk930","Tìm hiểu về sự ra đời và tiến hóa của tổ tiên loài người,","","","<Phạm Thành Hổ>","<Lịch sử><Loài người>","<M.11219.TK><M.11220.TK><M.11221.TK><M.11222.TK><M.11223.TK>"
"Nhiệt độ là gì?","SC","","","Giáo dục","1998","79tr; 20cm","","NH308Đ","Tiếng Việt","H","ffa536","Giới thiệu một số quan niệm thời hiện đại về nhiệt độ","","","<Vũ Thanh Khiết>","<Vật lý><Nhiệt độ>","<M.11224.TK><M.11225.TK><M.11226.TK><M.11227.TK><M.11228.TK>"
"ứng dụng toán sơ cấp giải các bài toán thực tế","SC","Tái bản lần thứ 1","","Giáo dục","1998","151tr; 20cm","","Ư556D","Tiếng Việt","H","ffa510","Đề cập đến việc ứng dụng các tư tưởng và phương pháp toan để giải các bài toán trong thực tế","","","<Phạm Phu>","<Toán học><Toán sơ cấp>","<M.11229.TK><M.11230.TK><M.11231.TK><M.11232.TK>"
"ứng dụng đạo hàm để giải toán sơ cấp","SC","Tái bản lần thứ 1","","Giáo dục","1998","205tr; 20,5cm","","Ư556D","Tiếng Việt","H","ffa515","Đề cập đến việc ứng dụng đạo hàm trong việc giải các bài toán sơ cấp","","","<Nguyễn Phụ Hy><Tạ Ngọc Trí><Nguyễn Thị Trang>","<Toán học><Toán sơ cấp><Đạo hàm>","<M.11233.TK><M.11234.TK><M.11235.TK><M.11236.TK><M.11237.TK>"
"Các đề thi học sinh giỏi toán ở Mĩ","SC","Tái bản lần thứ nhất","","Giáo dục","2000","188; 20,5cm","","C101Đ","Tiếng Việt","H","ffa510","Giới thiệu một số đề thi học sinh giỏi toán ở Mĩ","","","<Gilbert Kessler><Lawrence Zimmerman>","<Toán học><đề thi>","<M.11238.TK><M.11239.TK><M.11240.TK><M.11241.TK><M.11242.TK>"
"172 bài toán có chứa tham số","SC","Tái bản lần thứ nhất","","Giáo dục","2000","212tr; 20cm","","M458TR","Tiếng Việt","H","ffa510","","","","<Lê Khắc Bảo>","<Toán học><Tham số>","<M.11243.TK><M.11244.TK><M.11245.TK>"
"Bước đều làm quen với logic toán","SC","Tái bản lần thứ 1","","Giáo dục","1999","111tr; 20cm","","B557Đ","Tiếng Việt","H","ffa511.3","Giới thiệu các khái niên ban đầu về môn toán logic","","","<Nguyễn Mạnh Trinh>","<Toán học><Logic toán>","<M.11246.TK><M.11247.TK><M.11248.TK><M.11249.TK><M.11250.TK>"
"Đồ đồng văn hóa Đông Sơn","SC","Tái bản lần thứ 1","","Giáo dục","2000","24tr:Hình minh họa; 20cm","Tủ sách mỹ thuật phổ thông","Đ450Đ","Tiếng Việt","H","kk930.1","Giới thiệu sự hình thành và phát triển của Đồ đông văn hóa Đông Sơn","","","<Nguyễn Văn Huyền><Lê Thanh Đức>","<Lịch sử><Văn hóa><Đông sơn>","<M.11251.TK><M.11252.TK><M.11253.TK><M.11254.TK><M.11255.TK>"
"Hội họa truyền thống Nhật Bản","SC","Tái bản lần thứ 1","","Giáo dục","2000","24tr:Hình minh họa; 20cm","Tủ sách mỹ thuật phổ thông","H452H","Tiếng Việt","H","hh750.52","Giới thiệu nền hội họa truyền thống của Nhật Bản","","","<Lê Thanh Đức>","<Lịch sử><Văn hóa><Hội họa><Nhật bản>","<M.11256.TK><M.11257.TK><M.11258.TK><M.11259.TK><M.11260.TK>"
"Nghệ thuật Aicập cổ đại","SC","Tái bản lần thứ 1","","Giáo dục","2000","24tr:Hình minh họa; 20cm","Tủ sách mỹ thuật phổ thông","NGH250TH","Tiếng Việt","H","hh709.62","Giới thiệu về các loại hình nghệ thuật của Ai cập cổ đại","","","<Lê Thanh Đức>","<Lịch sử><Văn hóa><Nghệ thuật><Ai cập>","<M.11261.TK><M.11262.TK><M.11263.TK><M.11264.TK>"
"Lãng mạn toán học","SC","Tái bản lần thứ 2","","Giáo dục","1999","118tr; 20cm","","L106M","Tiếng Việt","H","ffa510","","","","<Hoàng Quý>","<Toán học>","<M.11265.TK><M.11266.TK><M.11267.TK><M.11268.TK>"
